previousStep,LTerm1,LTerm2,LOp1,LTerm3,LTerm4,LOp2,LTerm5,LTerm6,LOp3,LTerm7,LTerm8,LOp4,LTerm9,LTerm10,LOp5,LTerm11,LTerm12,RTerm1,RTerm2,ROp1,RTerm3,RTerm4,ROp2,RTerm5,RTerm6,ROp3,RTerm7,RTerm8,ROp4,RTerm9,RTerm10,ROp5,RTerm11,RTerm12
-x=-22+8,-x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none
-5x=45,-ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-2x=-60,-ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-7x=119,-ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x=(119)/(-7),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aaa),none,/,(-b),none,none,none,none,none,none,none,none,none,none,none,none,none
12x=-168,aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x=-(168)/(12),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-(aaa),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none
(x)/(11)=-14,(x),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-(x)/(7)=21,-(x),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x=(81)/(3),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aa),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none
(2*(x-4))/(2)-(x)/(3)=(x+1)/(2),a,none,*,(,x,-,c,),/,d,none,-,x,none,/,f,none,(,x,+,b,),/,(c),none,none,none,none,none,none,none,none,none,none
-x=15,-x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-12=19,x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+14=-1,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-7=7,-x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-22=33,-x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+4=9,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+4=9,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-4=4,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-4=4,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x=(63)/(21),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aa),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none
x=-(10)/(5),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-(aa),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none
45x+9=40x+24,aax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=-11,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=-11,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=12,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+3=15,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
(5x+10)/(500)=(x)/(500),(,ax,+,bb,),/,(ccc),none,none,none,none,none,none,none,none,none,none,(x),none,/,(bbb),none,none,none,none,none,none,none,none,none,none,none,none,none
(5x+10)/(500)=(x)/(500),(,ax,+,bb,),/,(ccc),none,none,none,none,none,none,none,none,none,none,(x),none,/,(bbb),none,none,none,none,none,none,none,none,none,none,none,none,none
3x=91-10,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
6x=71+19,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
x=(40)/(5),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aa),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none
x=(0)/(999),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(z),none,/,(bbb),none,none,none,none,none,none,none,none,none,none,none,none,none
x=(0)/(999),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(z),none,/,(bbb),none,none,none,none,none,none,none,none,none,none,none,none,none
-2x=45-13,-ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
-2x=40,-ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-3x=23+4,-ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none
-3x=23+4,-ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=8,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
(999x+999)-(742+581x)=(1+1)-2x-(-83+320x),(,aaax,+,bbb,),-,(,ccc,+,dddx,),none,none,none,none,none,none,(,ax,+,b,),-,cx,none,-,(,-dd,+,eeex,),none,none,none
(999x+999)-(742+581x)=(1+1)-2x-(-83+320x),(,aaax,+,bbb,),-,(,ccc,+,dddx,),none,none,none,none,none,none,(,ax,+,b,),-,cx,none,-,(,-dd,+,eeex,),none,none,none
4x+7=x+25,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
4x+7=x+25,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
7x+1=6x+6,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none
7x-6x=+6-1,ax,none,-,bx,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
7x-6x=+6-1,ax,none,-,bx,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
7x-6x=+6-1,ax,none,-,bx,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x=+(100)/(4),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aaa),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none
x=(20)/(-2),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aa),none,/,(-b),none,none,none,none,none,none,none,none,none,none,none,none,none
4x+8=2x+12,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
4x+8=2x+12,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
4x+8=2x+12,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
4x+8=2x+12,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
4x+8=2x+12,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
4x+8=2x+12,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
4x+8=2x+12,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
4x+8=2x+12,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
4x+8=2x+12,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
x=12-7,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x=12-7,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x+2-3x+4=-5x+6-7x+8,x,none,+,b,none,-,cx,none,+,d,none,none,none,none,none,none,none,-ax,none,+,b,none,-,cx,none,+,d,none,none,none,none,none,none,none
x+2-3x+4=-5x+6-7x+8,x,none,+,b,none,-,cx,none,+,d,none,none,none,none,none,none,none,-ax,none,+,b,none,-,cx,none,+,d,none,none,none,none,none,none,none
x+7-7=12-7,x,none,+,b,none,-,c,none,none,none,none,none,none,none,none,none,none,aa,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
4x=-28,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+8=15,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=23,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=23,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+3=15,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+19=34,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-3=5,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-15=-7,x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+9=-19,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+9=-19,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+9=-19,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+18=-18,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+100=98,x,none,+,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+8=15,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-3=5,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-8=17,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-8=17,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
4x+8=2x+12,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
4x+8=2x+12,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
-9x+10=8x-7,-ax,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,ax,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x=(108)/(18),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aaa),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none
-7x=-7+7,-ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none
-7x=-7+7,-ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none
-7x=0,-ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,z,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x=(0)/(-7),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(z),none,/,(-b),none,none,none,none,none,none,none,none,none,none,none,none,none
3x+5=2,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
3x=2-5,ax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
15x-5=30,aax,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2x+6=x+18,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
2x+6=x+18,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
2x+6=x+18,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none
2x-x+1=5-x+3,ax,none,-,x,none,+,c,none,none,none,none,none,none,none,none,none,none,a,none,-,x,none,+,c,none,none,none,none,none,none,none,none,none,none
-6x-12=80,-ax,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-6x-12=80,-ax,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-6x-12=80,-ax,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-6x-12=80,-ax,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=-11,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-8=-10,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-8=-10,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-8=-10,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-8=-10,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x=(46)/(-3),x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,(aa),none,/,(-b),none,none,none,none,none,none,none,none,none,none,none,none,none
3x+5=35,ax,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
4x-(7+6x)=25,ax,none,-,(,b,+,cx,),none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
4x-(7+6x)=25,ax,none,-,(,b,+,cx,),none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
4x-(7+6x)=25,ax,none,-,(,b,+,cx,),none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
9x-(10-10x)=218,ax,none,-,(,bb,-,ccx,),none,none,none,none,none,none,none,none,none,aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
50+3x+5x-9+8x=x+5-9x,aa,none,+,bx,none,+,cx,none,-,d,none,+,ex,none,none,none,none,x,none,+,b,none,-,cx,none,none,none,none,none,none,none,none,none,none
2+4+7x+10+3x=0,a,none,+,b,none,+,cx,none,+,dd,none,+,ex,none,none,none,none,z,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
7x+3x=0-2-4-10,ax,none,+,bx,none,none,none,none,none,none,none,none,none,none,none,none,none,z,none,-,b,none,-,c,none,-,dd,none,none,none,none,none,none,none
7x+3x=0-2-4-10,ax,none,+,bx,none,none,none,none,none,none,none,none,none,none,none,none,none,z,none,-,b,none,-,c,none,-,dd,none,none,none,none,none,none,none
10x=-16,aax,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2x+4x+4=-2x-4x-4,ax,none,+,bx,none,+,c,none,none,none,none,none,none,none,none,none,none,-ax,none,-,bx,none,-,c,none,none,none,none,none,none,none,none,none,none
x+7-7=12-7,x,none,+,b,none,-,c,none,none,none,none,none,none,none,none,none,none,aa,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
(x+16)/(32)=(32)/(32),(,x,+,bb,),/,(cc),none,none,none,none,none,none,none,none,none,none,(aa),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none
x=9-4,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x=9-4,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
15-3=x,aa,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+4=9,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+4=9,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+10=10,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=8,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
